ilkid,firstname,lastname,position,firstseason,lastseason,h_feet,h_inches,weight,college,birthdate
StuckRo01,Rodney,Stuckey,G,2007,2007,6,5,205,Eastern Washington University,1986-04-21 00:00:00
STUMPGE01,Gene,Stump,F,1947,1949,6,2,185,DePaul University,1923-11-13 00:00:00
STUTZST01,Stan,Stutz,G,1946,1948,5,10,170,University of Rhode Island,1920-04-14 00:00:00
SUITEGA01,Gary,Suiter,C,1970,1970,6,9,225,Midwestern State University,1945-01-18 00:00:00
SUMPTBA01,Barry,Sumpter,F,1988,1988,6,11,215,Austin Peay State University,1965-11-11 00:00:00
SUNDEDO01,Don,Sunderlage,G,1953,1954,6,1,180,University of Illinois,1929-12-20 00:00:00
SUNDOBR01,Bruno,Sundov,C,1998,2004,7,2,220,0,1980-02-10 00:00:00
SUNDVJO01,Jon,Sundvold,G,1983,1991,6,2,170,University of Missouri,1961-07-02 00:00:00
SURABO01,Bob,Sura,G,1995,2004,6,5,200,Florida State University,1973-03-25 00:00:00
SURHODI01,Dick,Surhoff,F,1952,1953,6,4,210,Long Island University,1929-11-16 00:00:00
SUTORGE01,George,Sutor,C,1967,1969,6,8,235,La Salle University,1943-09-14 00:00:00
SUTTLDA01,Dane,Suttle,G,1983,1984,6,3,190,Pepperdine University,1961-08-09 00:00:00
SUTTOGR01,Greg,Sutton,G,1991,1995,6,2,170,Oral Roberts University,1967-12-03 00:00:00
SWAGEKE01,Keith,Swagerty,F,1968,1969,6,7,235,Pacific University,1945-10-30 00:00:00
SWAINBE01,Bennie,Swain,F,1958,1958,6,8,220,Texas Southern University,1933-12-16 00:00:00
SWANSNO01,Norm,Swanson,F,1953,1953,6,6,210,University of Detroit Mercy,1930-10-04 00:00:00
SWARTDA01,Dan,Swartz,F,1962,1962,6,4,215,Morehead State University,1934-12-23 00:00:00
SWEETMI01,Mike,Sweetney,F,2003,2006,6,8,260,Georgetown University,1982-10-25 00:00:00
SWIFTRO01,Robert,Swift,C,2004,2007,7,1,245,0,1985-12-03 00:00:00
SWIFTSK01,Skeeter,Swift,G,1969,1973,6,3,204,East Tennessee State University,1946-06-19 00:00:00
SWIFTST01,Stromile,Swift,C,2000,2007,6,10,220,Louisiana State University,1979-11-21 00:00:00
SWINSAA01,Aaron,Swinson,F,1994,1994,6,5,230,Auburn University,1971-01-09 00:00:00
SYDNOWA01,Wallace,Sydnor,G,1946,1946,5,10,175,Western Kentucky University,1921-09-19 00:00:00
SYKESLA01,Larry,Sykes,F,1995,1995,6,9,255,Xavier University,1973-04-11 00:00:00
SZABOBR01,Brett,Szabo,C,1996,1996,6,11,230,Augustana College (SD),1968-02-01 00:00:00
SZCZEWA01,Wally,Szczerbiak,F,1999,2007,6,7,244,Miami University,1977-03-05 00:00:00
SZCZEWA02,Walt,Szczerbiak,F,1971,1971,6,6,210,George Washington University,1949-08-21 00:00:00
TABAKZA01,Zan,Tabak,C,1994,2000,7,0,245,0,1970-06-15 00:00:00
TABUSYU01,Yuta,Tabuse,G,2004,2004,5,9,165,University of Hawaii,1980-10-05 00:00:00
TAFTCH01,Chris,Taft,F,2005,2005,6,10,260,University of Pittsburgh,1985-03-10 00:00:00
TANNESI01,Sid,Tannenbaum,G,1947,1948,6,0,160,New York University,1925-10-08 00:00:00
TARLADR01,Dragan,Tarlac,C,2000,2000,6,10,260,0,1973-05-09 00:00:00
TARPLRO01,Roy,Tarpley,F,1986,1994,6,11,230,University of Michigan,1964-11-28 00:00:00
TARTLA01,Levern,Tart,G,1967,1970,6,2,195,Bradley University,1942-06-01 00:00:00
TATUMEA01,Earl,Tatum,G,1976,1979,6,4.5,185,Marquette University,1953-07-26 00:00:00
TAYLOAN01,Anthony,Taylor,G,1988,1988,6,4,175,University of Oregon,1965-11-30 00:00:00
TAYLOBR01,Brian,Taylor,G,1972,1981,6,2,185,Princeton University,1951-06-09 00:00:00
TAYLOFA01,Fatty,Taylor,G,1969,1975,0,0,0,0,0
TAYLOFR01,Fred,Taylor,G,1970,1971,6,5,180,University of Texas - Pan American,1948-02-05 00:00:00
TAYLOJA01,Jay,Taylor,F,1989,1989,6,3,190,Eastern Illinois University,1967-10-03 00:00:00
TAYLOJE01,Jeff,Taylor,G,1982,1986,6,4,175,Texas Tech University,1960-01-01 00:00:00
TAYLOJO01,Johnny,Taylor,F,1997,1999,6,9,220,University of Tennessee at Chattanooga,1974-06-04 00:00:00
TAYLOLE01,Leonard,Taylor,F,1989,1989,6,8,220, Berkeley,1966-05-02 00:00:00
TAYLOMA01,Maurice,Taylor,F,1997,2006,6,9,260,University of Michigan,1976-10-30 00:00:00
TAYLOOL01,Ollie,Taylor,G,1970,1973,6,2,194,University of Houston,1947-03-07 00:00:00
TAYLORO01,Ron,Taylor,C,1969,1971,7,1,265,University of Southern California,1947-11-21 00:00:00
TAYLORO02,Roland,Taylor,G,1976,1976,6,0,175,La Salle University,1946-03-13 00:00:00
TAYLOVI01,Vince,Taylor,G,1982,1982,6,5,180,Duke University,1960-09-11 00:00:00
TAYLODO01,Donell,Taylor,G,2005,2006,6,6,180,University of Alabama at Birmingham,1982-07-26 00:00:00
TayloMi01,Mike,Taylor,G,2008,0,6,2,165,Iowa State University,1986-01-21 00:00:00
TEAGLTE01,Terry,Teagle,G,1982,1992,6,5,195,Baylor University,1960-04-10 00:00:00
TELFASE01,Sebastian,Telfair,G,2004,2007,6,0,165,0,1985-06-09 00:00:00
TEMPLCO01,Collis,Temple,F,1974,1974,6,8,220,Louisiana State University,1952-11-08 00:00:00
TERREIR01,Ira,Terrell,F,1976,1978,6,8,200,Southern Methodist University,1954-06-19 00:00:00
TERRYCA01,Carlos,Terry,G,1980,1982,6,4.5,210,Winston-Salem State University,1956-06-22 00:00:00
TERRYCH01,Chuck,Terry,G,1972,1976,6,6,215, Long Beach,1950-09-27 00:00:00
TERRYCL01,Claude,Terry,G,1972,1977,6,4,195,Stanford University,1950-01-12 00:00:00
TERRYJA01,Jason,Terry,G,1999,2007,6,2,176,University of Arizona,1977-09-15 00:00:00
THACKTO01,Tom,Thacker,G,1963,1970,6,2,170,University of Cincinnati,1939-11-02 00:00:00
THEARFL01,Floyd,Theard,G,1969,1969,6,1,170,University of Kentucky,1944-09-05 00:00:00
THEUSRE01,Reggie,Theus,G,1978,1990,6,6.5,190,University of Nevada - Las Vegas,1957-10-13 00:00:00
THIBEPE01,Peter,Thibeaux,F,1984,1985,6,7,210,Saint Mary's College of California,1961-10-03 00:00:00
THIEBBI01,Bill,Thieben,F,1956,1957,6,6.5,215,Hofstra University,1935-03-28 00:00:00
THIGPJU01,Justus,Thigpen,G,1969,1973,6,1,160,Weber State University,1947-08-13 00:00:00
THIRDDA01,David,Thirdkill,F,1982,1986,6,7,195,Bradley University,1960-04-12 00:00:00
THOMACA01,Carl,Thomas,G,1991,1997,6,4,175,Eastern Michigan University,1969-10-03 00:00:00
THOMACH01,Charles,Thomas,G,1991,1991,6,3,175,Eastern Michigan University,1969-10-03 00:00:00
THOMAET01,Etan,Thomas,C,2001,2006,6,9,256,Syracuse University,1978-04-01 00:00:00
THOMAIR01,Irving,Thomas,F,1990,1990,6,8,225,Florida State University,1966-01-02 00:00:00
THOMAIS01,Isiah,Thomas,G,1981,1993,6,1,180,Indiana University,1961-04-30 00:00:00
THOMAJA01,Jamel,Thomas,F,1999,2000,6,6,215,Providence College,1973-03-25 00:00:00
THOMAJI01,Jim,Thomas,G,1983,1990,6,3,190,Indiana University,1960-10-19 00:00:00
THOMAJO01,John,Thomas,F,1997,2005,6,9,265,University of Minnesota,1975-09-08 00:00:00
THOMAJO02,Joe,Thomas,F,1970,1970,6,5.5,205,Marquette University,1948-03-09 00:00:00
THOMAKE01,Kenny,Thomas,F,1999,2007,6,7,261,University of New Mexico,1977-07-25 00:00:00
THOMAKU01,Kurt,Thomas,F,1995,2007,6,9,230,Texas Christian University,1972-10-04 00:00:00
THOMARO01,Ron,Thomas,F,1972,1975,6,6,215,University of Louisville,1950-11-19 00:00:00
THOMATE01,Terry,Thomas,F,1975,1975,6,8,220,University of Detroit Mercy,1953-08-20 00:00:00
THOMATI01,Tim,Thomas,F,1997,2007,6,10,230,Villanova University,1977-02-26 00:00:00
THOMAWI01,Willis,Thomas,G,1967,1967,6,2,185,Tennessee State University,1937-01-01 00:00:00
THOMABI01,Billy,Thomas,G,2004,2007,6,4,208,University of Kansas,1975-12-23 00:00:00
THOMAJA02,James,Thomas,F,2004,2005,6,8,235,University of Texas,1980-11-22 00:00:00
ThomaTy01,Tyrus,Thomas,F,2006,2007,6,9,215,Louisiana State University,1986-08-17 00:00:00
THOMPDI01,Dijon,Thompson,G,2005,2006,6,7,185,University of California - Los Angeles,1985-02-23 00:00:00
ThompJa02,Jason,Thompson,F,2008,0,6,11,250,Rider University,1986-07-21 00:00:00
THOMPBE01,Bernard,Thompson,G,1984,1988,6,6,210,Fresno State University,1962-08-30 00:00:00
THOMPBI01,Billy,Thompson,F,1986,1991,6,7,195,University of Louisville,1963-12-01 00:00:00
THOMPBR01,Brooks,Thompson,G,1994,1997,6,4,193,Oklahoma State University,1970-07-19 00:00:00
THOMPCO01,Corny,Thompson,F,1982,1982,6,8,225,University of Connecticut,1960-02-05 00:00:00
THOMPDA01,David,Thompson,G,1975,1983,6,4,195,North Carolina State University,1954-07-13 00:00:00
THOMPGE01,George,Thompson,G,1969,1974,6,2,200,Marquette University,1947-11-29 00:00:00
THOMPJA01,Jack,Thompson,G,1968,1968,6,1,185,University of South Carolina,1946-03-26 00:00:00
THOMPJO01,John,Thompson,F,1964,1965,6,10,225,Providence College,1941-09-02 00:00:00
THOMPKE01,Kevin,Thompson,C,1993,1993,6,11,260,North Carolina State University,1971-02-07 00:00:00
THOMPLA01,Lasalle,Thompson,C,1982,1996,6,10,245,University of Texas,1961-06-23 00:00:00
THOMPMY01,Mychal,Thompson,C,1978,1990,6,10,226,University of Minnesota,1955-01-30 00:00:00
THOMPPA01,Paul,Thompson,G,1983,1985,6,6,210,Tulane University,1961-05-25 00:00:00
THOMPST01,Stephen,Thompson,F,1991,1991,6,4,185,Syracuse University,1968-12-02 00:00:00
THORESK01,Skip,Thoren,C,1967,1969,6,10,230,University of Illinois,1943-04-05 00:00:00
THORNRO01,Rod,Thorn,G,1963,1970,6,4,195,West Virginia University,1941-05-23 00:00:00
THORNBO01,Bob,Thornton,F,1985,1995,6,10,225, Irvine,1962-07-10 00:00:00
THORNDA01,Dallas,Thornton,G,1968,1969,6,4,190,Kentucky Wesleyan College,1946-09-01 00:00:00
ThornAl01,Al,Thornton,F,2007,2007,6,8,220,Florida State University,1983-12-07 00:00:00
THORPOT01,Otis,Thorpe,F,1984,2000,6,9,225,Providence College,1962-08-05 00:00:00
THREASE01,Sedale,Threatt,G,1983,1996,6,2,175,West Virginia Institute of Technology,1961-09-10 00:00:00
THURMNA01,Nate,Thurmond,C,1963,1976,6,11,225,Bowling Green University,1941-07-25 00:00:00
THURSME01,Mel,Thurston,G,1947,1947,6,0,175,Canisius College,1919-01-16 00:00:00
TIDRIHO01,Howard,Tidrick,G,1948,1948,6,1,190,Washington & Jefferson College,1915-08-04 00:00:00
TIEMADA01,Dan,Tieman,G,1962,1962,6,0,185,Villa Madonna Academy,1940-11-30 00:00:00
TILLIDA01,Darren,Tillis,C,1982,1983,6,11,215,Cleveland State University,1960-02-23 00:00:00
TINGLJA01,Jack,Tingle,F,1947,1948,6,4,205,University of Kentucky,1924-12-30 00:00:00
TINSLGE01,George,Tinsley,F,1969,1971,6,5,205,Kentucky Wesleyan College,1946-09-19 00:00:00
TINSLJA01,Jamaal,Tinsley,G,2001,2007,6,3,195,Iowa State University,1978-02-28 00:00:00
TISDAWA01,Wayman,Tisdale,F,1985,1996,6,9,240,University of Oklahoma,1964-06-09 00:00:00
TODORMA01,Marko,Todorovich,F,1949,1950,6,5,220,University of Wyoming,1923-06-11 00:00:00
TOLBERA01,Ray,Tolbert,F,1981,1988,6,9,225,Indiana University,1958-09-10 00:00:00
TOLBETO01,Tom,Tolbert,F,1988,1994,6,7,235,University of Arizona,1965-10-16 00:00:00
TolliAn01,Anthony,Tolliver,F,2008,0,6,8,240,Creighton University,1985-06-01 00:00:00
TOLSODE01,Dean,Tolson,F,1974,1977,6,8,190,University of Arkansas,1951-11-25 00:00:00
TOMJARU01,Rudy,Tomjanovich,F,1970,1980,6,8,218,University of Michigan,1948-11-24 00:00:00
TONEYAN01,Andrew,Toney,G,1980,1987,6,3,178,University of Southwestern Louisiana,1957-11-23 00:00:00
TONEYSE01,Sedric,Toney,G,1985,1993,6,2,178,Univeristy of Dayton,1962-04-13 00:00:00
TONKOAN01,Andy,Tonkovich,G,1948,1948,6,1,185,Marshall University,1922-11-01 00:00:00
TOOLSAN01,Andy,Toolson,F,1990,1995,6,6,210,Brigham Young University,1966-01-19 00:00:00
TOOMAJA01,Jack,Toomay,C,1947,1949,6,6,215,University of the Pacific,1922-08-09 00:00:00
TOONEBE01,Bernard,Toone,F,1979,1979,6,9,210,Marquette University,1956-07-14 00:00:00
TORGOIR01,Irv,Torgoff,F,1946,1948,6,1.5,192,Long Island University,1917-03-06 00:00:00
TORMOGE01,Gene,Tormohlen,C,1962,1969,6,8,230,University of Tennessee,1937-05-12 00:00:00
TORREOS01,Oscar,Torres,G,2001,2002,6,6,210,0,1976-12-18 00:00:00
TOSHEBI01,Bill,Tosheff,G,1951,1953,6,1,175,Indiana University,1926-06-02 00:00:00
TOUGHBO01,Bob,Tough,G,1948,1949,6,0,185,Saint John's University,1920-08-28 00:00:00
TOWEMO01,Monte,Towe,G,1975,1976,5,7,150,North Carolina State University,1953-09-27 00:00:00
TOWERKE01,Keith,Tower,C,1993,1996,6,11,250,University of Notre Dame,1970-05-15 00:00:00
TOWERWI01,William,Towery,C,1948,1949,6,4,210,Western Kentucky University,1920-06-20 00:00:00
TOWNELI01,Linton,Townes,F,1982,1984,6,7,190,James Madison University,1959-11-30 00:00:00
TOWNSRA01,Raymond,Townsend,G,1978,1981,6,3,175,University of California - Los Angeles,1955-12-20 00:00:00
TRAPPGE01,George,Trapp,F,1971,1976,6,8,205, Long Beach,1948-07-11 00:00:00
TRAPPJO01,John,Trapp,F,1968,1972,6,7,210,University of Nevada - Las Vegas,1945-10-02 00:00:00
TRAYLRO01,Robert,Traylor,F,1998,2004,6,8,284,University of Michigan,1977-02-01 00:00:00
TRENTGA01,Gary,Trent,F,1995,2003,6,8,250,Ohio University,1974-09-22 00:00:00
TREPAJE01,Jeff,Trepagnier,G,2001,2003,6,4,200,University of Southern California,1979-07-11 00:00:00
TRESVJO01,John,Tresvant,F,1964,1972,6,7,215,Seattle University,1939-11-06 00:00:00
TRIPTDI01,Dick,Triptow,G,1948,1949,6,0,170,DePaul University,1922-11-03 00:00:00
TRIPUKE01,Kelly,Tripucka,F,1981,1990,6,6,220,University of Notre Dame,1959-02-16 00:00:00
TRIUTAN01,Ansley,Truitt,F,1972,1972,6,9,215, Berkeley,1950-08-24 00:00:00
TRYBACE01,Cezary,Trybanski,C,2002,2003,7,2,240,0,1979-09-22 00:00:00
TSAKAIA01,Jake,Tsakalidis,C,2000,2006,7,2,285,0,1979-06-10 00:00:00
TSCHOJO01,John,Tschogl,F,1972,1974,6,6,206,University of California - Santa Barbara,1950-04-25 00:00:00
TSIORLO01,Lou,Tsioropoulos,F,1956,1958,6,5,190,University of Kentucky,1930-08-31 00:00:00
TSKITNI01,Nikoloz,Tskitishvili,F,2002,2005,7,0,225,0,1983-04-14 00:00:00
TuckeAl02,Alando,Tucker,F,2007,2007,6,6,205,University of Wisconsin,1984-02-11 00:00:00
TuckePJ01,P.J.,Tucker,F,2006,2006,6,5,225,University of Texas,1985-05-05 00:00:00
TUCKEAL01,Al,Tucker,F,1967,1971,6,8,190,Oklahoma Baptist University,1943-02-24 00:00:00
TUCKEAN01,Anthony,Tucker,F,1994,1994,6,8,220,Wake Forest University,1969-04-04 00:00:00
TUCKEJI01,Jim,Tucker,F,1954,1956,6,7,185,Duquesne University,1932-12-11 00:00:00
TUCKETR01,Trent,Tucker,G,1982,1992,6,5,193,University of Minnesota,1959-12-20 00:00:00
TURIARO01,Ronny,Turiaf,F,2005,2007,6,10,245,Gonzaga University,1983-01-13 00:00:00
TURKCMI01,Mirsad,Turkcan,F,1999,1999,6,9,236,0,1976-06-07 00:00:00
TURKOHI01,Hidayet,Turkoglu,F,2000,2007,6,8,220,0,1979-03-19 00:00:00
TURNEAN01,Andre,Turner,G,1986,1991,5,11,160,University of Memphis,1964-12-13 00:00:00
TURNEBI01,Bill,Turner,F,1967,1972,6,7,220,University of Akron,1944-02-18 00:00:00
TURNEEL01,Elston,Turner,G,1981,1988,6,5,190,University of Mississippi,1959-06-10 00:00:00
TURNEGA01,Gary,Turner,F,1967,1967,6,7,200,Texas Christian University,1945-01-01 00:00:00
TURNEHE01,Henry,Turner,G,1989,1994,6,7,200, Fullerton,1966-08-18 00:00:00
TURNEHE02,Herschel,Turner,G,1967,1967,6,2,195,University of Nebraska,1938-03-29 00:00:00
TURNEJA01,Jack,Turner,G,1954,1954,6,4,170,Western Kentucky University,1930-06-29 00:00:00
TURNEJE01,Jeff,Turner,F,1984,1995,6,9,230,Vanderbilt University,1962-04-09 00:00:00
TURNEJO01,John,Turner,F,1991,1991,6,8,245,Phillips University,1967-11-30 00:00:00
TURNEWA01,Wayne,Turner,G,1999,1999,6,2,190,University of Kentucky,1976-03-22 00:00:00
TURNEJA02,Jack,Turner,G,1961,1961,6,5,200,University of Louisville,1939-06-05 00:00:00
TURPIME01,Mel,Turpin,C,1984,1989,6,11,240,University of Kentucky,1960-12-28 00:00:00
TWARDDA01,Dave,Twardzik,G,1972,1979,6,1,175,Old Dominion University,1950-09-20 00:00:00
TWYMAJA01,Jack,Twyman,F,1955,1965,6,6,210,University of Cincinnati,1934-05-11 00:00:00
TYLERBJ01,B.j.,Tyler,G,1994,1994,6,1,185,University of Texas,1971-04-30 00:00:00
TYLERTE01,Terry,Tyler,F,1978,1988,6,7,215,University of Detroit Mercy,1956-10-30 00:00:00
TYRACH01,Charlie,Tyra,C,1957,1961,6,8,230,University of Louisville,1935-08-16 00:00:00
UDOKAIM01,Ime,Udoka,G,2003,2007,6,6,215,Portland State University,1977-08-09 00:00:00
UDRIHBE01,Beno,Udrih,G,2004,2007,6,4,199,0,1982-07-05 00:00:00
UkicRo01,Roko Leni,Ukic,G,2008,0,6,5,183,Not Available,1984-05-12 00:00:00
UNSELWE01,Wes,Unseld,C,1968,1980,6,7,245,University of Louisville,1946-03-14 00:00:00
UPLINHA01,Hal,Uplinger,G,1953,1953,6,4,185,Long Island University,1929-09-30 00:00:00
UPSHAKE01,Kelvin,Upshaw,G,1988,1990,6,2,180,University of Utah,1963-01-24 00:00:00
VACENST01,Steve,Vacendak,G,1967,1969,6,1,185,Duke University,1944-08-15 00:00:00
VALENDA01,Darnell,Valentine,G,1981,1990,6,1,183,University of Kansas,1959-02-03 00:00:00
VALENRO01,Ron,Valentine,F,1980,1980,6,7,210,Old Dominion University,1957-11-27 00:00:00
VALLEJO01,John,Vallely,G,1970,1971,6,3,185,University of California - Los Angeles,1948-10-03 00:00:00
VANARDI01,Dick,Van Arsdale,G,1965,1976,6,4.5,210,Indiana University,1943-02-22 00:00:00
VANARTO01,Tom,Van Arsdale,F,1965,1976,6,5,202,Indiana University,1943-02-22 00:00:00
VANEXNI01,Nick,Van Exel,G,1993,2005,6,1,170,University of Cincinnati,1971-11-27 00:00:00
VANBRBU01,Butch,Vanbredakolff,G,1946,1949,6,3,185,New York University,1922-10-28 00:00:00
VANBRJA01,Jan,Vanbredakolff,F,1974,1982,6,7,195,Vanderbilt University,1951-12-16 00:00:00
VANCEGE01,Gene,Vance,G,1947,1951,6,3,195,University of Illinois,1923-02-25 00:00:00
VANDELO01,Log,Vandervelden,F,1995,1995,6,8,215,University of Wisconsin - Green Bay,1971-04-03 00:00:00
VANDEER01,Ernie,Vandeweghe,F,1949,1955,6,3,195,Colgate University,1928-09-12 00:00:00
VANDEKI01,Kiki,Vandeweghe,F,1980,1992,6,8,220,University of California - Los Angeles,1958-08-01 00:00:00
VANHOKE01,Keith,Vanhorn,F,1997,2005,6,10,220,University of Utah,1975-10-23 00:00:00
VANLINO01,Norm,Vanlier,G,1969,1978,6,1,173,Saint. Francis University,1947-04-01 00:00:00
VANOSNI01,Nick,Vanos,C,1985,1986,7,1,255,Santa Clara University,1963-04-13 00:00:00
VANTEDA01,David,Vanterpool,G,2000,2000,6,5,190,Saint Bonaventure University,1973-03-31 00:00:00
VANZADE01,Dennis,Vanzant,F,1975,1975,6,9,210,Azusa Pacific University,1952-06-01 00:00:00
VARDARA01,Ratko,Varda,C,2001,2001,7,1,265,0,1979-05-06 00:00:00
VAREJAN01,Anderson,Varejao,F,2004,2007,6,10,230,0,1982-09-28 00:00:00
VAUGHCH01,Charles,Vaughn,G,1962,1969,6,2,190,Southern Illinois University,1940-02-19 00:00:00
VAUGHDA01,David,Vaughn,C,1974,1975,6,11,220,Oral Roberts University,1952-06-04 00:00:00
VAUGHDA02,David,Vaughn,F,1995,1998,6,9,240,University of Memphis,1973-03-23 00:00:00
VAUGHJA01,Jacque,Vaughn,G,1997,2007,6,1,190,University of Kansas,1975-02-11 00:00:00
VAUGHVI01,Virgil,Vaughn,F,1946,1946,6,4,205,Western Kentucky University,1918-05-15 00:00:00
VAUGHLO01,Loy,Vaught,F,1990,2000,6,9,230,University of Michigan,1968-02-27 00:00:00
VERGABO01,Bob,Verga,G,1967,1973,6,1,190,Duke University,1945-09-07 00:00:00
VERHOPE01,Peter,Verhoeven,F,1981,1986,6,9,215,Fresno State University,1959-02-15 00:00:00
VETRAGU01,Gundars,Vetra,F,1992,1992,6,6,195,0,1967-05-22 00:00:00
VIANNJO01,Joao,Vianna,F,1991,1991,6,9,215,0,1966-11-15 00:00:00
VILLACH01,Charlie,Villanueva,F,2005,2007,6,11,240,University of Connecticut,1984-08-24 00:00:00
VINCEJA01,Jay,Vincent,F,1981,1989,6,7,220,Michigan State University,1959-06-10 00:00:00
VINCESA01,Sam,Vincent,G,1985,1991,6,2,185,Michigan State University,1963-05-18 00:00:00
VinicMa01,Marcus,Vinicius,F,2006,2007,6,8,225,0,1984-05-31 00:00:00
VINSOFR01,Fred,Vinson,G,1994,1999,6,4,190,Georgia Institute of Technology,1971-01-28 00:00:00
VIRDECL01,Claude,Virden,F,1972,1972,6,5.5,195,Murray State University,1947-11-25 00:00:00
VOCEGA01,Gary,Voce,F,1989,1989,6,9,240,University of Notre Dame,1965-11-24 00:00:00
VOLKEFL01,Floyd,Volker,F,1949,1949,6,4,205,University of Wyoming,1921-06-21 00:00:00
VOLKOAL01,Alexander,Volkov,C,1989,1991,6,10,218,Kiev Institute,1964-03-29 00:00:00
VONNIST01,Stanley,Vonnieda,G,1949,1949,6,1,170,Pennsylvania State University,1922-06-19 00:00:00
VOSKUJA01,Jake,Voskuhl,C,2000,2007,6,11,245,University of Connecticut,1977-11-01 00:00:00
VRANEDA01,Danny,Vranes,F,1981,1987,6,7,210,University of Utah,1958-10-29 00:00:00
VRANESL01,Slavko,Vranes,C,2003,2003,7,4,250,0,1983-01-30 00:00:00
VRANKST01,Stojan,Vrankovic,C,1990,1998,7,2,260,0,1964-01-22 00:00:00
VROMABR01,Brett,Vroman,C,1980,1980,7,0,220,University of Nevada - Las Vegas,1955-12-25 00:00:00
VROMAJA01,Jackson,Vroman,C,2004,2005,6,10,226,Iowa State University,1981-06-06 00:00:00
VUJACSA01,Sasha,Vujacic,G,2004,2007,6,7,205,0,1984-03-08 00:00:00
WADEDW01,Dwyane,Wade,G,2003,2007,6,4,210,Marquette University,1982-01-17 00:00:00
WADEMA01,Mark,Wade,G,1987,1989,5,11,160,University of Nevada - Las Vegas,1965-10-15 00:00:00
WAFERVO01,Von,Wafer,G,2005,2007,6,5,210,Florida State University,1985-07-21 00:00:00
WAGERCL01,Clint,Wager,C,1949,1949,6,5.5,210,Saint Mary's University of Minnesota,1920-01-20 00:00:00
WAGNEDA01,Danny,Wagner,G,1949,1949,6,0,170,University of Texas,1922-08-01 00:00:00
WAGNEMI01,Milt,Wagner,G,1987,1990,6,5,185,University of Louisville,1963-02-20 00:00:00
WAGNEPH01,Phil,Wagner,G,1968,1968,6,2,190,Georgia Institute of Technology,1945-12-18 00:00:00
WAGNEDA02,Dajuan,Wagner,G,2002,2006,6,3,200,University of Memphis,1983-02-04 00:00:00
WAITEGR01,Granville,Waiters,C,1983,1987,6,11,225,Ohio State University,1961-01-08 00:00:00
WAKEFAN01,Andre,Wakefield,G,1978,1979,6,2.5,175,Loyola University Chicago,1955-01-11 00:00:00
WALKNE01,Neal,Walk,C,1969,1976,6,10,220,University of Florida,1948-07-29 00:00:00
WALKEAN01,Antoine,Walker,F,1996,2007,6,8,224,University of Kentucky,1976-08-12 00:00:00
WALKEAN02,Andy,Walker,G,1976,1976,6,4,190,Niagara University,1955-03-25 00:00:00
WALKEBR01,Brady,Walker,F,1948,1951,6,6,205,Brigham Young University,1921-03-15 00:00:00
WALKECH01,Chet,Walker,F,1962,1974,6,6,212,Bradley University,1940-02-22 00:00:00
WALKEDA01,Darrell,Walker,G,1983,1992,6,4,180,University of Arkansas,1961-03-09 00:00:00
WALKEFO01,Foots,Walker,G,1974,1983,6,0,172,University of West Georgia,1951-05-21 00:00:00
WALKEHO01,Horace,Walker,F,1961,1961,6,3,210,Michigan State University,1938-04-17 00:00:00
WALKEJI01,Jimmy,Walker,G,1967,1975,6,3,195,Providence College,1944-04-08 00:00:00
WALKEKE01,Kenny,Walker,F,1986,1994,6,8,210,University of Kentucky,1964-08-18 00:00:00
WALKEPH01,Phil,Walker,G,1977,1977,6,3,180,Millersville University,1956-03-20 00:00:00
WALKESA01,Samaki,Walker,F,1996,2005,6,9,240,University of Louisville,1976-02-25 00:00:00
WALKEWA01,Wally,Walker,F,1976,1983,6,6.5,190,University of Virginia,1954-07-18 00:00:00
WalkeBi01,Bill,Walker,F,2008,0,6,6,220,Kansas State University,1987-10-09 00:00:00
WALLABE01,Ben,Wallace,F,1996,2007,6,9,240,Virginia Union University,1974-09-10 00:00:00
WALLAGE01,Gerald,Wallace,F,2001,2007,6,7,215,University of Alabama,1982-07-23 00:00:00
WALLAJO01,John,Wallace,F,1996,2003,6,8,225,Syracuse University,1974-02-09 00:00:00
WALLAMI01,Michael,Wallace,G,1946,1946,6,1,185,University of Scranton,1918-07-12 00:00:00
WALLARA01,Rasheed,Wallace,F,1995,2007,6,10,225,University of North Carolina,1974-09-17 00:00:00
WALLEDW01,Dwight,Waller,F,1968,1971,6,6,220,Tennessee State University,1945-10-05 00:00:00
WALLEJA01,Jamie,Waller,F,1987,1987,6,4,215,Virginia Union University,1964-11-20 00:00:00
WALSHJI01,Jim,Walsh,F,1957,1957,6,4,195,Stanford University,1930-08-29 00:00:00
WALSHMA01,Matt,Walsh,F,2005,2005,6,6,205,University of Florida,1982-12-02 00:00:00
WALTERE01,Rex,Walters,G,1993,1999,6,4,190,University of Kansas,1970-03-12 00:00:00
WALTHPA01,Paul,Walther,G,1949,1954,6,2,160,University of Tennessee,1927-03-23 00:00:00
WALTHIS01,Isaac,Walthour,G,1953,1953,5,11,163,0,1928-01-01 00:00:00
WALTOBI01,Bill,Walton,C,1974,1986,6,11,210,University of California - Los Angeles,1952-11-05 00:00:00
WALTOLL01,Lloyd,Walton,G,1976,1980,6,0,160,Marquette University,1953-11-23 00:00:00
WALTOLU01,Luke,Walton,F,2003,2007,6,8,245,University of Arizona,1980-03-28 00:00:00
WANGZH01,Zhizhi,Wang,C,2001,2004,7,0,255,Bejing (China),1977-07-08 00:00:00
