ilkid,year,firstname,lastname,conference,leag,gp,minutes,pts,dreb,oreb,reb,asts,stl,blk,turnover,pf,fga,fgm,fta,ftm,tpa,tpm
HavliJo01 ,1974,John,Havlicek,east,N,1,31,16,NULL,NULL,6,1,NULL,NULL,NULL,NULL,12,7,2,2,NULL,NULL
HavliJo01 ,1973,John,Havlicek,east,N,1,18,10,NULL,NULL,0,2,NULL,NULL,NULL,NULL,10,5,2,0,NULL,NULL
HavliJo01 ,1972,John,Havlicek,east,N,1,22,14,NULL,NULL,3,5,NULL,NULL,NULL,NULL,10,6,5,2,NULL,NULL
HavliJo01 ,1971,John,Havlicek,east,N,1,24,15,NULL,NULL,3,5,NULL,NULL,NULL,NULL,13,5,5,5,NULL,NULL
HavliJo01 ,1970,John,Havlicek,east,N,1,24,12,NULL,NULL,3,2,NULL,NULL,NULL,NULL,12,6,2,0,NULL,NULL
HavliJo01 ,1969,John,Havlicek,east,N,1,29,17,NULL,NULL,5,7,NULL,NULL,NULL,NULL,15,7,3,3,NULL,NULL
HavliJo01 ,1968,John,Havlicek,east,N,1,31,14,NULL,NULL,7,2,NULL,NULL,NULL,NULL,14,6,2,2,NULL,NULL
HavliJo01 ,1967,John,Havlicek,east,N,1,22,26,NULL,NULL,5,4,NULL,NULL,NULL,NULL,15,9,11,8,NULL,NULL
HavliJo01 ,1966,John,Havlicek,east,N,1,17,14,NULL,NULL,2,1,NULL,NULL,NULL,NULL,14,7,0,0,NULL,NULL
HavliJo01 ,1965,John,Havlicek,east,N,1,25,18,NULL,NULL,6,1,NULL,NULL,NULL,NULL,16,6,6,6,NULL,NULL
HawkiCo01 ,1972,Connie,Hawkins,west,N,1,11,2,NULL,NULL,2,3,NULL,NULL,NULL,NULL,5,1,0,0,NULL,NULL
HawkiCo01 ,1971,Connie,Hawkins,west,N,1,14,13,NULL,NULL,4,0,NULL,NULL,NULL,NULL,7,5,4,3,NULL,NULL
HawkiCo01 ,1970,Connie,Hawkins,west,N,1,1,0,NULL,NULL,0,0,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
HawkiCo01 ,1969,Connie,Hawkins,west,N,1,19,10,NULL,NULL,4,2,NULL,NULL,NULL,NULL,4,2,6,6,NULL,NULL
HawkiCo01 ,1967,Connie,Hawkins,east,A,1,26,7,5,4,9,2,NULL,NULL,0,3,6,3,3,1,0,0
HawkiHe01 ,1990,Hersey,Hawkins,east,N,1,14,6,NULL,NULL,0,1,NULL,NULL,NULL,NULL,5,3,0,0,NULL,NULL
HayesEl01 ,1972,Elvin,Hayes,east,N,1,16,10,NULL,NULL,12,0,NULL,NULL,NULL,NULL,13,4,2,2,NULL,NULL
HayesEl01 ,1973,Elvin,Hayes,east,N,1,35,12,NULL,NULL,15,6,NULL,NULL,NULL,NULL,13,5,3,2,NULL,NULL
HayesEl01 ,1971,Elvin,Hayes,west,N,1,11,4,NULL,NULL,2,0,NULL,NULL,NULL,NULL,6,1,2,2,NULL,NULL
HayesEl01 ,1970,Elvin,Hayes,west,N,1,19,10,NULL,NULL,4,2,NULL,NULL,NULL,NULL,13,4,3,2,NULL,NULL
HayesEl01 ,1969,Elvin,Hayes,west,N,1,35,24,NULL,NULL,15,1,NULL,NULL,NULL,NULL,21,9,12,6,NULL,NULL
HayesEl01 ,1968,Elvin,Hayes,west,N,1,21,4,NULL,NULL,5,0,NULL,NULL,NULL,NULL,9,4,3,3,NULL,NULL
HayesEl01 ,1979,Elvin,Hayes,east,N,1,29,12,NULL,NULL,5,4,NULL,NULL,NULL,NULL,10,5,2,2,NULL,NULL
HayesEl01 ,1978,Elvin,Hayes,east,N,1,28,13,NULL,NULL,13,0,NULL,NULL,NULL,NULL,11,5,5,3,NULL,NULL
HayesEl01 ,1977,Elvin,Hayes,east,N,1,11,2,NULL,NULL,4,0,NULL,NULL,NULL,NULL,7,1,0,0,NULL,NULL
HayesEl01 ,1976,Elvin,Hayes,east,N,1,11,12,NULL,NULL,2,1,NULL,NULL,NULL,NULL,6,6,0,0,NULL,NULL
HayesEl01 ,1975,Elvin,Hayes,east,N,1,31,12,NULL,NULL,10,1,NULL,NULL,NULL,NULL,14,6,2,0,NULL,NULL
HayesEl01 ,1974,Elvin,Hayes,east,N,1,17,4,NULL,NULL,5,2,NULL,NULL,NULL,NULL,6,2,0,0,NULL,NULL
HaywoSp01 ,1974,Spencer,Haywood,west,N,1,17,2,NULL,NULL,3,0,NULL,NULL,NULL,NULL,9,1,0,0,NULL,NULL
HaywoSp01 ,1973,Spencer,Haywood,west,N,1,33,23,NULL,NULL,11,5,NULL,NULL,NULL,NULL,17,10,3,3,NULL,NULL
HaywoSp01 ,1972,Spencer,Haywood,west,N,1,22,12,NULL,NULL,10,0,NULL,NULL,NULL,NULL,10,5,2,2,NULL,NULL
HaywoSp01 ,1971,Spencer,Haywood,west,N,1,25,11,NULL,NULL,7,1,NULL,NULL,NULL,NULL,10,4,4,3,NULL,NULL
HaywoSp01 ,1969,Spencer,Haywood,west,A,1,39,23,NULL,NULL,19,2,NULL,NULL,NULL,4,19,10,4,3,0,0
HazzaWa01 ,1967,Walt,Hazzard,west,N,1,20,9,NULL,NULL,3,3,NULL,NULL,NULL,NULL,12,4,1,1,NULL,NULL
HeinsTo01 ,1960,Tom,Heinsohm,east,N,1,19,4,NULL,NULL,6,1,NULL,NULL,NULL,NULL,16,2,0,0,NULL,NULL
HeinsTo01 ,1964,Tom,Heinsohn,east,N,1,99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
HeinsTo01 ,1963,Tom,Heinsohn,east,N,1,21,10,NULL,NULL,3,0,NULL,NULL,NULL,NULL,12,5,0,0,NULL,NULL
HeinsTo01 ,1962,Tom,Heinsohn,east,N,1,21,15,NULL,NULL,2,1,NULL,NULL,NULL,NULL,11,6,4,3,NULL,NULL
HeinsTo01 ,1961,Tom,Heinsohn,east,N,1,13,10,NULL,NULL,2,1,NULL,NULL,NULL,NULL,11,4,2,2,NULL,NULL
HeinsTo01 ,1956,Tom,Heinsohn,east,N,1,23,12,NULL,NULL,7,0,NULL,NULL,NULL,NULL,17,5,2,2,NULL,NULL
HightWa01 ,1968,Wayne,Hightower,west,A,1,9,6,4,1,5,0,NULL,NULL,0,2,2,1,4,4,0,0
HillGr01  ,2000,Grant,Hill,east,N,1,99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
HillGr01  ,1999,Grant,Hill,east,N,1,19,7,3,0,3,5,1,0,3,0,7,3,1,1,1,0
HillGr01  ,1997,Grant,Hill,east,N,1,28,15,3,0,3,5,1,0,0,1,11,7,0,0,1,1
HillGr01  ,1996,Grant,Hill,east,N,1,22,11,1,2,3,2,1,1,3,2,7,4,4,3,0,0
HillGr01  ,1995,Grant,Hill,east,N,1,26,14,NULL,NULL,3,2,NULL,NULL,NULL,NULL,10,6,2,2,NULL,NULL
HillGr01  ,1994,Grant,Hill,east,N,1,20,10,NULL,NULL,0,3,NULL,NULL,NULL,NULL,8,5,0,0,NULL,NULL
HILLGR01  ,2004,Grant,Hill,east,N,1,17,6,2,1,3,2,1,0,1,1,6,3,0,0,0,0
HillTy01  ,1994,Tyrone,Hill,east,N,1,6,2,NULL,NULL,4,0,NULL,NULL,NULL,NULL,1,1,0,0,NULL,NULL
HolliLi01 ,1977,Lionel,Hollins,west,N,1,23,10,NULL,NULL,0,8,NULL,NULL,NULL,NULL,8,3,5,4,NULL,NULL
HornaJe01 ,1991,Jeff,Hornacek,west,N,1,24,11,NULL,NULL,2,3,NULL,NULL,NULL,NULL,7,5,0,0,NULL,NULL
HoustAl01 ,2000,Allan,Houston,east,N,1,15,5,3,0,3,3,0,0,1,0,5,2,0,0,2,1
HoustAl01 ,1999,Allan,Houston,east,N,1,18,11,0,0,0,2,1,0,1,1,10,3,4,4,3,1
HOWARDW01 ,2008,Dwight,Howard,East,N,1,28,13,6,3,9,0,1,3,1,3,11,5,5,3,2,0
HowarDw01 ,2006,Dwight,Howard,East,N,1,21,20,5,7,12,1,3,0,0,1,14,10,5,0,0,0
howardw01 ,2007,Dwight,Howard,East,N,1,30,16,4,5,9,3,3,1,1,4,7,7,3,2,0,0
HowarJo01 ,2006,Josh,Howard,West,N,1,20,3,3,1,4,3,1,1,0,0,3,1,2,1,1,0
HowarJu01 ,1995,Juwan,Howard,east,N,1,16,2,NULL,NULL,6,2,NULL,NULL,NULL,NULL,5,1,0,0,NULL,NULL
HowelBa01 ,1965,Bailey,Howell,west,N,1,26,7,NULL,NULL,2,2,NULL,NULL,NULL,NULL,11,3,2,1,NULL,NULL
HowelBa01 ,1966,Bailey,Howell,east,N,1,14,4,NULL,NULL,2,1,NULL,NULL,NULL,NULL,4,1,2,2,NULL,NULL
HowelBa01 ,1963,Bailey,Howell,west,N,1,6,2,NULL,NULL,2,0,NULL,NULL,NULL,NULL,3,1,0,0,NULL,NULL
HowelBa01 ,1962,Bailey,Howell,west,N,1,11,4,NULL,NULL,1,1,NULL,NULL,NULL,NULL,3,2,0,0,NULL,NULL
HowelBa01 ,1961,Bailey,Howell,west,N,1,8,2,NULL,NULL,0,1,NULL,NULL,NULL,NULL,2,1,0,0,NULL,NULL
HowelBa01 ,1960,Bailey,Howell,west,N,1,16,13,NULL,NULL,3,3,NULL,NULL,NULL,NULL,10,5,4,3,NULL,NULL
HudsoLo01 ,1973,Lou,Hudson,east,N,1,17,12,NULL,NULL,3,1,NULL,NULL,NULL,NULL,8,5,2,2,NULL,NULL
HudsoLo01 ,1972,Lou,Hudson,east,N,1,9,6,NULL,NULL,2,0,NULL,NULL,NULL,NULL,8,2,2,2,NULL,NULL
HudsoLo01 ,1971,Lou,Hudson,east,N,1,18,6,NULL,NULL,3,3,NULL,NULL,NULL,NULL,7,2,2,2,NULL,NULL
HudsoLo01 ,1970,Lou,Hudson,east,N,1,17,14,NULL,NULL,3,1,NULL,NULL,NULL,NULL,13,6,3,2,NULL,NULL
HudsoLo01 ,1969,Lou,Hudson,west,N,1,18,15,NULL,NULL,1,0,NULL,NULL,NULL,NULL,12,5,5,5,NULL,NULL
HudsoLo01 ,1968,Lou,Hudson,west,N,1,20,13,NULL,NULL,1,1,NULL,NULL,NULL,NULL,13,6,1,1,NULL,NULL
HundlRo01 ,1959,Ron,Hundley,west,N,1,23,10,NULL,NULL,3,2,NULL,NULL,NULL,NULL,12,5,0,0,NULL,NULL
HundlRo01 ,1960,Rod,Hundley,west,N,1,14,14,NULL,NULL,0,2,NULL,NULL,NULL,NULL,10,6,2,2,NULL,NULL
HunteLe01 ,1967,Les,Hunter,east,A,1,21,7,2,6,8,1,NULL,NULL,4,4,7,2,5,3,0,0
HunteLe01 ,1968,Les,Hunter,east,A,1,22,12,4,2,6,0,NULL,NULL,2,3,10,5,2,2,0,0
HutchMe01 ,1956,Mel,Hutchins,west,N,1,26,10,NULL,NULL,7,0,NULL,NULL,NULL,NULL,12,4,3,2,NULL,NULL
HutchMe01 ,1955,Mel,Hutchins,west,N,1,27,11,NULL,NULL,4,0,NULL,NULL,NULL,NULL,11,5,2,1,NULL,NULL
HutchMe01 ,1953,Mel,Hutchins,west,N,1,31,3,NULL,NULL,4,2,NULL,NULL,NULL,NULL,8,1,2,1,NULL,NULL
HutchMe01 ,1952,Mel,Hutchins,west,N,1,30,2,NULL,NULL,6,5,NULL,NULL,NULL,NULL,8,1,1,0,NULL,NULL
IlgauZy01 ,2002,Zydrunas,Ilgauskas,east,N,1,4,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
ILGAUZY01 ,2004,Zydrunas,Ilgauskas,east,N,1,17,12,4,3,7,1,0,2,1,2,8,5,2,2,0,0
ImhofDa01 ,1966,Darrall,Imhoff,west,N,1,6,0,NULL,NULL,7,1,NULL,NULL,NULL,NULL,7,0,0,0,NULL,NULL
IsselDa01 ,1976,Dan,Issel,west,N,1,10,0,NULL,NULL,1,0,NULL,NULL,NULL,NULL,3,0,0,0,NULL,NULL
IsselDa01 ,1970,Dan,Issel,east,A,1,34,21,5,6,11,0,NULL,NULL,5,2,15,8,8,5,0,0
IsselDa01 ,1971,Dan,Issel,east,A,1,23,21,5,4,9,5,NULL,NULL,2,2,13,9,4,3,0,0
IsselDa01 ,1972,Dan,Issel,east,A,1,29,14,4,3,7,4,0,0,0,0,14,6,2,2,0,0
IsselDa01 ,1973,Dan,Issel,east,A,1,26,21,2,2,4,1,1,1,1,1,15,10,1,1,0,0
IsselDa01 ,1974,Dan,Issel,east,A,1,20,7,5,2,7,1,0,0,2,4,6,3,2,1,0,0
IsselDa01 ,1975,Dan,Issel,Denver,A,1,31,19,NULL,NULL,9,5,NULL,NULL,NULL,3,16,6,9,7,0,0
IVERSAL01 ,2008,Allen,Iverson,East,N,1,16,2,1,0,1,3,1,0,1,1,4,1,0,0,0,0
IversAl01 ,2003,Allen,Iverson,east,N,1,23,3,1,0,1,11,0,0,4,3,6,1,4,1,0,0
IversAl01 ,2002,Allen,Iverson,east,N,1,41,35,2,3,5,7,5,0,6,2,23,13,9,8,3,1
IversAl01 ,2001,Allen,Iverson,east,N,1,25,5,3,1,4,3,0,0,2,0,9,2,2,1,0,0
IversAl01 ,2000,Allen,Iverson,east,N,1,27,25,2,0,2,5,4,0,4,0,21,9,6,6,1,1
IversAl01 ,1999,Allen,Iverson,east,N,1,28,26,0,2,2,9,2,0,5,0,18,10,5,4,2,2
IVERSAL01 ,2004,Allen,Iverson,east,N,1,32,15,4,0,4,9,5,0,7,0,13,4,7,7,0,0
iversal01 ,2005,Allen,Iverson,east,N,1,26,12,2,0,2,2,0,0,3,0,14,5,4,2,0,0
iversal01 ,2007,Allen,Iverson,West,N,1,20,7,1,1,2,6,4,1,6,0,7,3,2,1,0,0
JabalWa01 ,1969,Warren,Jabali,west,A,1,15,4,NULL,NULL,2,1,NULL,NULL,NULL,2,3,1,2,2,0,0
JabalWa01 ,1971,Warren,Jabali,east,A,1,17,4,7,2,9,1,NULL,NULL,2,4,8,2,0,0,1,0
JabalWa01 ,1972,Warren,Jabali,west,A,1,31,16,2,2,4,7,3,0,1,2,12,7,3,1,1,1
JabalWa01 ,1973,Warren,Jabali,west,A,1,24,6,1,1,2,3,1,0,4,2,15,3,1,0,5,0
JacksLu01 ,1964,Lucious,Jackson,east,N,1,15,5,NULL,NULL,1,1,NULL,NULL,NULL,NULL,5,2,2,1,NULL,NULL
JacksMa01 ,1988,Mark,Jackson,east,N,1,16,9,NULL,NULL,2,4,NULL,NULL,NULL,NULL,5,3,4,2,NULL,NULL
JacksMe01 ,1968,Mervin,Jackson,west,A,1,11,3,1,1,2,1,NULL,NULL,0,1,3,1,1,1,0,0
JacksTo01 ,1967,Tony,Jackson,east,A,1,12,4,2,0,2,1,NULL,NULL,2,0,6,2,0,0,3,0
JAMESLE01 ,2008,LeBron,James,East,N,1,27,20,5,0,5,3,0,0,3,0,19,8,2,2,5,2
JAMESLE01 ,2004,LeBron,James,east,N,1,31,13,7,1,8,6,2,0,3,0,13,6,1,0,4,1
jamesle01 ,2005,LeBron,James,east,N,1,31,29,4,2,6,2,2,0,1,2,21,12,5,1,10,4
JamesLe01 ,2006,LeBron,James,East,N,1,32,28,6,0,6,6,4,0,1,0,20,11,2,2,8,4
jamesle01 ,2007,LeBron,James,East,N,1,30,27,7,1,8,9,2,2,4,3,22,12,1,1,7,2
jamisan01 ,2007,Antawn,Jamison,East,N,1,12,2,0,1,1,0,0,1,2,0,3,1,0,0,2,0
JAMISAN01 ,2004,Antawn,Jamison,east,N,1,13,5,3,1,4,1,0,0,0,0,5,2,0,0,1,1
JohnsDe01 ,1981,Dennis,Johnson,West,N,1,15,1,3,2,5,1,1,2,3,1,2,0,2,1,0,0
JohnsDe01 ,1984,Dennis,Johnson,east,N,1,12,8,NULL,NULL,6,3,NULL,NULL,NULL,NULL,7,3,2,2,NULL,NULL
JohnsDe01 ,1980,Dennis,Johnson,west,N,1,24,19,NULL,NULL,2,1,NULL,NULL,NULL,NULL,8,5,10,9,NULL,NULL
JohnsDe01 ,1979,Dennis,Johnson,west,N,1,20,19,NULL,NULL,4,1,NULL,NULL,NULL,NULL,13,7,6,5,NULL,NULL
JohnsDe01 ,1978,Dennis,Johnson,west,N,1,27,12,NULL,NULL,1,3,NULL,NULL,NULL,NULL,7,5,2,2,NULL,NULL
JohnsEd02 ,1980,Eddie,Johnson,east,N,1,28,16,NULL,NULL,2,2,NULL,NULL,NULL,NULL,12,7,3,2,NULL,NULL
JohnsEd02 ,1979,Eddie,Johnson,east,N,1,32,22,NULL,NULL,1,7,NULL,NULL,NULL,NULL,16,11,0,0,NULL,NULL
JohnsGu01 ,1970,Gus,Johnson,east,N,1,23,12,NULL,NULL,4,2,NULL,NULL,NULL,NULL,12,5,2,2,NULL,NULL
JohnsGu01 ,1969,Gus,Johnson,east,N,1,17,10,NULL,NULL,7,1,NULL,NULL,NULL,NULL,12,5,0,0,NULL,NULL
JohnsGu01 ,1968,Gus,Johnson,east,N,1,18,13,NULL,NULL,10,0,NULL,NULL,NULL,NULL,10,4,8,5,NULL,NULL
JohnsGu01 ,1967,Gus,Johnson,east,N,1,16,7,NULL,NULL,4,1,NULL,NULL,NULL,NULL,9,3,2,1,NULL,NULL
JohnsGu01 ,1964,Gus,Johnson,west,N,1,25,25,NULL,NULL,8,2,NULL,NULL,NULL,NULL,13,7,13,11,NULL,NULL
JohnsJo01 ,1971,John,Johnson,east,N,1,3,0,NULL,NULL,1,0,NULL,NULL,NULL,NULL,2,0,0,0,NULL,NULL
JohnsJo01 ,1970,John,Johnson,east,N,1,2,0,NULL,NULL,0,1,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
JOHNSJO02 ,2008,Joe,Johnson,East,N,1,22,0,0,0,0,0,0,0,5,0,4,0,0,0,3,0
johnsjo02 ,2007,Joe,Johnson,East,N,1,13,3,0,0,0,2,1,0,1,1,2,1,0,0,1,1
JohnsJo02 ,2006,Joe,Johnson,East,N,1,18,12,1,0,1,2,1,1,1,0,9,5,0,0,5,2
JohnsKe01 ,1993,Kevin,Johnson,west,N,1,14,6,NULL,NULL,1,2,NULL,NULL,NULL,NULL,6,3,1,0,NULL,NULL
JohnsKe01 ,1990,Kevin,Johnson,west,N,1,23,5,NULL,NULL,2,7,NULL,NULL,NULL,NULL,5,2,2,1,NULL,NULL
JohnsKe01 ,1989,Kevin,Johnson,west,N,1,14,2,NULL,NULL,0,4,NULL,NULL,NULL,NULL,1,1,0,1,NULL,NULL
JohnsLa01 ,1994,Larry,Johnson,east,N,1,20,7,NULL,NULL,4,2,NULL,NULL,NULL,NULL,3,2,2,2,NULL,NULL
JohnsLa01 ,1992,Larry,Johnson,east,N,1,16,4,NULL,NULL,4,0,NULL,NULL,NULL,NULL,6,2,0,0,NULL,0
JohnsMa01 ,1988,Magic,Johnson,west,N,1,99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
JohnsMa01 ,1979,Marques,Johnson,west,N,1,34,4,NULL,NULL,4,1,NULL,NULL,NULL,NULL,6,1,2,2,NULL,NULL
JohnsMa01 ,1978,Marques,Johnson,west,N,1,20,10,NULL,NULL,6,2,NULL,NULL,NULL,NULL,11,3,6,4,NULL,NULL
JohnsMa01 ,1991,Magic,Johnson,west,N,1,29,25,NULL,NULL,5,9,NULL,NULL,NULL,NULL,12,9,4,4,NULL,NULL
JohnsMa01 ,1990,Magic,Johnson,west,N,1,28,16,NULL,NULL,4,3,NULL,NULL,NULL,NULL,16,7,0,0,NULL,NULL
JohnsMa01 ,1989,Magic,Johnson,west,N,1,25,22,NULL,NULL,6,4,NULL,NULL,NULL,NULL,15,9,0,0,NULL,NULL
JohnsMa01 ,1987,Magic,Johnson,west,N,1,39,17,NULL,NULL,6,19,NULL,NULL,NULL,NULL,15,4,9,9,NULL,NULL
JohnsMa01 ,1986,Magic,Johnson,west,N,1,34,9,NULL,NULL,7,13,NULL,NULL,NULL,NULL,10,4,2,1,NULL,NULL
JohnsMa01 ,1985,Magic,Johnson,west,N,1,28,6,NULL,NULL,4,15,NULL,NULL,NULL,NULL,3,1,4,4,NULL,NULL
JohnsMa01 ,1984,Magic,Johnson,west,N,1,31,21,NULL,NULL,5,15,NULL,NULL,NULL,NULL,14,7,8,7,NULL,NULL
JohnsMa01 ,1983,Magic,Johnson,west,N,1,37,15,NULL,NULL,9,22,NULL,NULL,NULL,NULL,13,6,2,2,NULL,NULL
JohnsMa01 ,1982,Magic,Johnson,west,N,1,33,17,NULL,NULL,5,16,NULL,NULL,NULL,NULL,16,7,4,3,NULL,NULL
JohnsMa01 ,1979,Magic,Johnson,west,N,1,24,12,NULL,NULL,2,4,NULL,NULL,NULL,NULL,8,5,2,2,NULL,NULL
JohnsMa01 ,1981,Magic,Johnson,West,N,1,23,16,1,3,4,7,5,0,1,5,9,5,7,6,0,0
JohnsMa02 ,1985,Marques,Johnson,west,N,1,13,6,NULL,NULL,3,2,NULL,NULL,NULL,NULL,6,3,0,0,NULL,NULL
JohnsMa02 ,1982,Marques,Johnson,east,N,1,20,7,NULL,NULL,2,2,NULL,NULL,NULL,NULL,10,3,2,1,NULL,NULL
JohnsMa02 ,1980,Marques,Johnson,east,N,1,19,7,NULL,NULL,4,2,NULL,NULL,NULL,NULL,2,1,6,5,NULL,NULL
JohnsNe01 ,1970,Neil,Johnson,east,A,1,4,0,1,0,1,0,NULL,NULL,0,1,3,0,0,0,0,0
JohnsNe02 ,1957,Neil,Johnston,east,N,1,22,14,NULL,NULL,8,1,NULL,NULL,NULL,NULL,13,6,2,2,NULL,NULL
JohnsNe02 ,1956,Neil,Johnston,east,N,1,23,19,NULL,NULL,9,1,NULL,NULL,NULL,NULL,12,8,3,3,NULL,NULL
JohnsNe02 ,1955,Neil,Johnston,east,N,1,25,17,NULL,NULL,10,1,NULL,NULL,NULL,NULL,9,5,11,7,NULL,NULL
JohnsNe02 ,1954,Neil,Johnston,east,N,1,15,3,NULL,NULL,6,1,NULL,NULL,NULL,NULL,7,1,1,1,NULL,NULL
JohnsNe02 ,1953,Neil,Johnston,east,N,1,20,6,NULL,NULL,7,2,NULL,NULL,NULL,NULL,9,2,4,2,NULL,NULL
JohnsNe02 ,1952,Neil,Johnston,east,N,1,27,11,NULL,NULL,12,0,NULL,NULL,NULL,NULL,13,5,2,1,NULL,NULL
JohnsSt03 ,1972,Stew,Johnson,west,A,1,11,2,1,0,1,0,0,0,0,2,3,1,0,0,0,0
JohnsSt03 ,1973,Stew,Johnson,west,A,1,22,8,2,2,4,0,0,0,1,2,9,3,2,2,2,0
JohnsSt03 ,1974,Stew,Johnson,east,A,1,14,8,2,1,3,2,1,0,0,2,11,4,0,0,1,0
JonesBo01 ,1975,Bobby,Jones,Denver,A,1,29,24,NULL,NULL,10,3,NULL,NULL,NULL,2,12,8,11,8,0,0
JonesBo01 ,1977,Bobby,Jones,west,N,1,18,2,NULL,NULL,6,2,NULL,NULL,NULL,NULL,3,1,0,0,NULL,NULL
JonesBo01 ,1976,Bobby,Jones,west,N,1,14,2,NULL,NULL,0,3,NULL,NULL,NULL,NULL,4,1,0,0,NULL,NULL
JonesBo01 ,1980,Bobby,Jones,east,N,1,16,11,NULL,NULL,4,0,NULL,NULL,NULL,NULL,11,5,1,1,NULL,NULL
JonesBo01 ,1981,Bobby,Jones,East,N,1,14,5,3,1,4,1,1,0,0,2,5,2,2,1,0,0
JonesCa01 ,1974,Caldwell,Jones,west,A,1,15,5,2,2,4,0,0,1,3,4,4,2,1,1,0,0
JonesEd01 ,1999,Eddie,Jones,east,N,1,21,10,3,1,4,3,1,0,1,1,7,4,0,0,3,2
JonesEd01 ,1997,Eddie,Jones,west,N,1,25,15,4,7,11,1,2,0,0,1,19,7,2,1,7,0
JonesEd01 ,1996,Eddie,Jones,west,N,1,17,10,0,1,1,1,1,2,3,1,4,3,7,4,1,0
JonesJi01 ,1967,Jimmy,Jones,west,A,1,19,10,0,1,1,3,NULL,NULL,2,1,9,4,4,2,0,0
JonesJi01 ,1968,Jimmy,Jones,west,A,1,18,14,0,1,1,2,NULL,NULL,0,1,11,4,6,6,0,0
JonesJi01 ,1969,Jimmy,Jones,west,A,1,14,0,NULL,NULL,3,0,NULL,NULL,NULL,1,3,0,0,0,2,0
JonesJi01 ,1970,Jimmy,Jones,west,A,1,27,13,0,0,0,4,NULL,NULL,1,5,5,3,9,7,1,0
JonesJi01 ,1972,Jimmy,Jones,west,A,1,36,14,4,1,5,4,1,0,4,2,10,6,2,2,2,0
JonesJi01 ,1973,Jimmy,Jones,west,A,1,25,11,3,1,4,2,0,0,0,1,6,4,5,3,0,0
JonesLa01 ,1967,Larry,Jones,west,A,1,28,14,10,3,13,2,NULL,NULL,3,3,10,6,3,2,0,0
JonesLa01 ,1968,Larry,Jones,west,A,1,25,14,5,0,5,9,NULL,NULL,2,3,9,4,8,5,1,1
JonesLa01 ,1969,Larry,Jones,west,A,1,36,30,NULL,NULL,6,5,NULL,NULL,NULL,3,20,10,13,10,0,0
JonesLa01 ,1970,Larry,Jones,east,A,1,18,6,1,1,2,1,NULL,NULL,1,2,3,2,2,2,0,0
JonesRi01 ,1972,Rich,Jones,west,A,1,14,0,4,0,4,1,0,0,3,1,8,0,0,0,0,0
JonesRi01 ,1973,Rich,Jones,west,A,1,19,4,4,4,8,2,0,1,1,4,11,2,0,0,1,0
JonesSa01 ,1967,Sam,Jones,east,N,1,15,5,NULL,NULL,2,4,NULL,NULL,NULL,NULL,5,2,1,1,NULL,NULL
JonesSa01 ,1965,Sam,Jones,east,N,1,22,12,NULL,NULL,2,5,NULL,NULL,NULL,NULL,11,5,2,2,NULL,NULL
JonesSa01 ,1964,Sam,Jones,east,N,1,24,6,NULL,NULL,5,3,NULL,NULL,NULL,NULL,12,2,2,2,NULL,NULL
JonesSa01 ,1963,Sam,Jones,east,N,1,27,16,NULL,NULL,4,3,NULL,NULL,NULL,NULL,20,8,0,0,NULL,NULL
JonesSa01 ,1961,Sam,Jones,east,N,1,14,2,NULL,NULL,1,0,NULL,NULL,NULL,NULL,8,1,1,0,NULL,NULL
JonesSt01 ,1969,Steve,Jones,west,A,1,18,14,NULL,NULL,5,1,NULL,NULL,NULL,2,9,4,6,6,0,0
JonesSt01 ,1970,Steve,Jones,west,A,1,21,9,3,0,3,0,NULL,NULL,1,4,9,4,1,1,0,0
JonesSt01 ,1971,Steve,Jones,west,A,1,19,9,1,1,2,3,NULL,NULL,1,0,7,3,2,2,1,1
JonesWi01 ,1971,Wil,Jones,west,A,1,10,2,2,1,3,0,NULL,NULL,0,2,3,1,0,0,0,0
JordaMi01 ,1997,Michael,Jordan,east,N,1,32,23,5,1,6,8,3,0,2,0,18,10,3,2,1,1
JordaMi01 ,1996,Michael,Jordan,east,N,1,26,14,8,3,11,11,2,0,3,4,14,5,7,4,0,0
JordaMi01 ,1995,Michael,Jordan,east,N,1,22,20,NULL,NULL,4,1,NULL,NULL,NULL,NULL,11,8,4,4,NULL,NULL
JordaMi01 ,1992,Michael,Jordan,east,N,1,36,30,NULL,NULL,4,5,NULL,NULL,NULL,NULL,24,10,13,9,NULL,1
JordaMi01 ,1991,Michael,Jordan,east,N,1,31,18,NULL,NULL,1,5,NULL,NULL,NULL,NULL,17,9,0,0,NULL,NULL
JordaMi01 ,1990,Michael,Jordan,east,N,1,36,26,NULL,NULL,5,5,NULL,NULL,NULL,NULL,25,10,7,6,NULL,NULL
JordaMi01 ,1989,Michael,Jordan,east,N,1,29,17,NULL,NULL,5,2,NULL,NULL,NULL,NULL,17,8,0,0,NULL,NULL
