,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,Long Passing,Ball Control,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Marking,Standing Tackle,Sliding Tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Free Kick Accuracy,Overall,Position,Position class,ID,VersionID
203485,77,59,59,85,75,73,79,88,85,54,60,68,79,72,83,60,78,71,84,75,75,63,83,77,60,74,70,2,4,2,2,4,77,81,CM,Midfield,159287,159287043
78435,14,12,13,34,12,9,14,34,24,55,53,57,59,47,34,74,56,71,12,73,23,13,34,33,12,12,13,74,71,69,73,75,13,71,GK,Goalkeeper,156433,156433010
28542,62,20,54,64,48,56,52,62,57,70,68,55,54,70,53,55,69,59,52,60,63,65,59,59,63,70,29,12,20,62,20,20,52,62,CDM,Midfield,51347,51347005
191089,25,25,25,34,25,25,25,25,23,50,51,44,65,47,37,55,35,76,25,34,21,25,25,32,25,25,25,70,73,56,64,75,25,70,GK,Goalkeeper,194904,194904023
157949,74,62,62,78,66,73,73,77,74,52,50,70,75,74,77,55,68,70,71,70,77,71,79,75,65,71,69,15,6,7,15,13,77,75,CM,Midfield,137109,137109022
111035,35,61,53,37,52,68,30,24,60,73,76,72,44,89,55,72,66,45,50,31,17,51,29,37,15,15,13,8,13,5,11,7,32,59,ST,Attack,201526,201526008
58245,65,22,63,40,16,50,32,68,55,71,72,67,68,61,47,70,66,67,17,76,55,32,49,33,64,60,72,6,13,7,10,14,27,64,LB,Defense,163581,163581007
36356,61,78,62,68,29,73,46,54,76,87,78,35,73,40,68,64,69,67,69,62,73,64,50,72,35,26,67,4,22,54,22,22,54,74,ST,Attack,168444,168444005
163003,76,67,52,74,59,77,73,63,76,82,79,77,74,78,70,65,84,69,57,73,64,75,70,60,60,68,67,14,6,6,9,7,76,75,RM,Midfield,201982,201982018
217068,55,47,55,64,50,62,52,55,63,79,73,72,67,72,51,71,76,70,52,75,71,67,45,42,68,65,67,15,10,12,8,9,48,67,CB,Defense,197819,197819022
223381,38,43,62,60,35,53,36,60,58,46,51,54,65,41,68,48,84,80,50,79,67,51,54,41,53,59,55,8,10,13,9,13,39,59,CM,Midfield,183873,183873014
107678,64,35,65,68,50,59,60,66,65,71,70,73,65,62,68,64,74,72,63,63,63,65,63,50,60,63,62,9,7,15,10,8,43,65,CM,Midfield,171183,171183011
65323,52,42,50,74,42,64,46,68,71,62,64,68,53,62,43,52,54,53,55,51,52,62,75,46,34,49,37,11,5,12,6,11,40,64,CM,Midfield,205157,205157001
226870,53,52,73,77,58,55,32,69,70,43,34,39,72,54,74,50,66,90,50,74,82,50,62,63,70,75,72,12,10,11,16,16,51,74,CDM,Midfield,168584,168584027
22781,48,58,66,76,35,55,44,71,77,75,78,39,71,50,70,65,77,91,50,89,71,76,38,77,68,78,58,6,22,71,22,22,42,74,CDM,Midfield,138711,138711005
172553,56,30,68,62,54,62,45,57,58,65,69,80,55,78,64,70,91,84,61,61,62,66,76,62,61,59,51,14,11,11,12,13,34,64,CDM,Midfield,155339,155339015
28752,64,64,62,66,64,59,80,47,64,85,86,83,64,87,61,67,65,59,61,60,62,60,85,64,22,22,65,9,22,47,22,22,64,69,LF,Attack,189462,189462003
60746,59,53,44,65,60,62,59,56,63,74,75,72,51,56,55,56,70,51,55,59,35,45,46,56,14,13,11,10,5,5,14,7,54,61,CAM,Midfield,192437,192437002
143219,60,46,65,69,36,68,41,59,62,73,72,57,67,68,54,72,78,81,48,73,64,52,58,36,62,64,66,6,7,9,14,11,40,66,CDM,Midfield,163339,163339014
157663,58,48,64,66,47,63,70,63,67,55,51,62,68,60,68,72,90,70,62,67,66,59,63,72,65,66,60,7,9,11,14,13,66,67,CDM,Midfield,16845,16845019
141128,68,75,90,83,73,75,60,76,84,64,76,61,82,64,76,69,86,91,77,87,77,81,82,63,76,79,69,7,5,8,14,15,45,81,CM,Midfield,176944,176944019
69402,11,13,10,31,16,13,12,26,14,49,22,34,43,40,35,27,51,70,8,54,10,10,36,24,13,8,9,61,57,61,66,71,12,62,GK,Goalkeeper,152629,152629007
93557,33,10,61,58,26,33,30,57,47,50,53,31,59,40,57,61,58,88,19,75,57,30,50,28,60,65,59,7,5,15,9,13,30,72,CB,Defense,198317,198317007
128088,15,16,9,22,16,10,9,30,16,53,56,54,46,49,20,55,25,59,11,35,17,15,6,18,12,12,9,56,56,54,56,62,13,57,GK,Goalkeeper,138431,138431011
64053,55,23,78,66,33,50,25,65,54,61,75,63,56,74,67,88,78,77,35,77,78,40,65,52,78,56,77,9,14,15,14,14,46,77,CB,Defense,189881,189881005
231334,27,25,70,57,25,27,32,53,50,26,31,42,67,67,48,74,60,66,32,69,70,37,43,47,69,68,67,16,10,16,10,6,25,66,CB,Defense,45062,45062025
232728,60,62,71,64,54,63,45,53,64,64,62,63,62,67,66,68,75,83,55,60,43,65,64,63,47,45,50,13,7,10,11,12,37,64,ST,Attack,52521,52521027
118462,74,52,66,79,64,66,73,73,77,76,74,77,78,70,76,74,81,64,69,78,75,67,64,70,76,79,81,7,7,8,5,10,77,77,RB,Defense,150590,150590015
190814,45,51,45,63,39,53,46,58,59,71,73,73,57,70,55,63,54,57,52,47,47,57,61,51,37,47,41,15,7,13,8,5,49,57,CM,Midfield,184801,184801016
58875,43,20,64,62,11,48,26,61,58,67,67,61,67,61,57,73,70,74,22,69,64,32,54,40,68,65,61,14,6,6,10,8,31,66,CB,Defense,187620,187620005
170909,54,43,50,76,39,60,61,77,68,54,58,56,57,54,74,63,72,71,63,69,73,64,70,74,53,73,61,7,7,5,15,12,69,69,CDM,Midfield,199829,199829010
97844,53,72,61,69,67,71,57,61,68,84,83,73,70,76,68,72,67,56,64,65,21,70,69,66,49,41,42,8,6,5,6,9,57,69,ST,Attack,192443,192443007
135900,65,55,42,64,57,75,73,59,72,74,66,72,68,82,52,70,46,51,56,47,30,65,64,54,25,23,20,14,6,13,13,11,66,67,LM,Midfield,110627,110627013
128014,49,62,55,54,54,52,50,47,57,80,81,75,53,52,58,81,81,71,57,59,22,56,55,71,16,18,17,12,15,15,13,11,48,59,ST,Attack,20337,20337007
197862,66,41,63,76,74,71,67,75,73,75,75,74,73,70,89,70,77,69,87,72,75,73,70,67,68,73,70,12,6,10,5,13,73,74,CM,Midfield,138699,138699025
183653,85,63,69,83,62,81,74,78,83,87,86,86,84,79,78,77,85,65,76,68,83,75,77,74,78,81,79,5,7,14,15,9,75,82,LB,Defense,197445,197445024
7048,58,66,74,72,27,54,26,65,72,67,67,56,63,78,61,75,69,72,62,46,72,74,57,50,60,59,74,14,9,65,9,12,50,73,RWB,Defense,140073,140073002
14693,38,56,77,47,72,52,75,35,60,62,60,60,58,59,51,34,77,76,59,64,58,62,69,46,38,38,43,6,20,35,20,20,26,58,CF,Attack,157495,157495003
191140,25,25,25,31,25,25,25,33,22,47,42,56,53,50,25,58,25,61,25,31,26,25,25,40,25,25,25,57,58,59,55,61,25,58,GK,Goalkeeper,190179,190179014
112904,67,23,57,65,23,61,79,61,64,86,88,87,76,76,71,76,90,75,65,62,62,66,61,69,62,63,58,10,10,12,6,14,75,67,LB,Defense,199236,199236009
87252,81,62,70,76,75,61,54,77,72,71,64,75,69,65,71,72,80,67,68,54,50,72,65,57,40,34,28,8,12,7,11,11,63,72,RM,Midfield,187456,187456007
191989,21,25,75,56,22,34,30,53,52,63,68,59,63,55,58,85,65,80,23,74,77,32,37,33,76,78,74,11,10,4,4,13,25,74,CB,Defense,172835,172835029
186472,51,27,33,67,27,53,54,66,66,58,64,71,68,70,56,76,91,75,53,83,61,56,51,65,55,64,54,8,11,14,10,5,67,63,CM,Midfield,193147,193147016
226877,76,51,53,71,58,69,59,68,73,76,77,74,76,64,60,68,75,69,54,61,70,55,69,50,65,70,72,6,13,6,10,15,55,72,LB,Defense,191198,191198012
127624,54,55,63,64,32,59,39,44,66,52,51,51,58,60,63,73,54,78,51,68,80,35,45,49,70,71,64,7,14,7,13,10,52,68,CB,Defense,176418,176418015
190795,62,26,59,63,62,60,62,59,63,75,74,63,67,73,63,62,79,59,58,70,63,48,45,66,60,64,63,11,13,5,6,11,43,65,LB,Defense,194216,194216020
124165,68,40,72,72,42,60,42,64,66,78,78,72,80,62,71,78,73,77,67,79,86,44,40,60,86,86,82,9,12,12,6,13,42,79,LB,Defense,165109,165109019
199940,74,30,61,75,54,74,66,69,74,79,76,69,74,65,59,71,82,79,31,77,74,72,65,49,72,76,75,14,11,6,12,12,52,74,RB,Defense,188840,188840025
107276,62,47,52,70,60,66,62,64,72,75,73,73,60,62,54,56,69,55,58,68,56,56,58,56,40,54,58,10,15,10,8,15,58,63,CM,Midfield,205663,205663005
20563,35,66,45,41,66,62,72,25,57,71,76,73,61,77,58,78,55,52,53,22,45,58,56,67,22,22,38,11,22,25,22,22,33,60,ST,Attack,165716,165716001
63827,36,22,81,55,12,23,40,53,49,60,63,48,62,38,58,48,70,84,18,60,70,26,44,37,64,67,62,6,15,11,5,11,32,66,CB,Defense,190637,190637004
17542,44,66,61,51,54,54,63,34,62,70,68,79,60,74,70,67,70,73,58,64,57,61,51,60,21,22,13,1,21,34,21,21,40,62,CF,Attack,184136,184136001
182348,31,25,71,48,25,31,29,41,53,71,78,53,64,48,52,81,75,93,25,86,60,21,34,37,69,73,72,7,11,7,13,5,32,72,CB,Defense,201024,201024017
109616,11,15,16,33,16,11,15,24,16,42,43,52,42,53,33,46,54,68,15,25,23,11,17,19,16,12,18,62,58,50,56,63,11,57,GK,Goalkeeper,178694,178694008
136704,68,85,85,70,84,68,77,61,73,52,56,76,64,58,85,74,72,79,84,23,22,79,74,86,25,25,25,10,5,11,9,8,69,77,ST,Attack,136553,136553022
94993,69,66,48,75,71,85,75,65,84,86,81,88,71,89,64,59,58,52,73,56,26,71,74,63,20,27,22,6,9,11,7,5,73,75,LM,Midfield,170369,170369013
196226,64,36,53,52,24,54,58,51,64,82,87,80,62,88,63,81,90,66,30,76,65,58,42,46,65,66,72,12,12,7,11,11,36,67,RB,Defense,201374,201374012
167684,67,70,59,75,68,73,77,73,75,68,65,72,74,77,79,63,62,66,72,65,33,72,72,73,45,46,31,5,10,8,13,12,74,71,LM,Midfield,45226,45226025
86885,72,45,57,64,42,59,72,61,63,63,72,56,61,72,69,59,71,69,56,63,53,56,56,45,56,63,61,13,14,13,9,9,61,61,LB,Defense,184323,184323009
49989,23,23,23,29,11,23,10,71,26,70,70,73,75,66,31,75,58,65,23,61,70,76,32,70,23,23,10,70,69,71,67,72,11,69,GK,Goalkeeper,142959,142959006
37676,81,44,59,67,37,80,31,56,75,89,90,36,68,21,65,55,73,59,31,63,65,66,27,59,71,69,37,7,22,56,22,22,31,75,LWB,Defense,169464,169464005
214580,78,68,64,75,61,72,70,75,73,59,58,70,77,72,72,71,87,74,73,91,66,72,74,80,62,74,74,11,9,10,8,7,75,74,CM,Midfield,138193,138193026
87653,73,25,72,69,49,57,51,67,60,65,69,64,70,57,68,77,72,73,51,74,69,45,58,44,68,69,68,10,12,7,10,14,43,72,RB,Defense,178430,178430012
156487,25,25,25,21,25,25,25,22,24,38,47,58,64,54,44,70,44,56,25,27,22,25,33,25,25,25,25,61,72,62,70,62,25,66,GK,Goalkeeper,110146,110146018
24045,46,33,60,53,68,44,74,50,54,66,67,84,59,65,50,54,68,68,50,64,64,55,73,45,61,66,40,13,22,50,22,22,46,59,CDM,Midfield,137220,137220002
155301,68,73,57,73,62,74,75,64,77,71,74,74,72,73,80,76,55,68,74,57,38,75,74,56,25,32,28,11,10,9,13,5,76,75,CAM,Midfield,193886,193886015
211696,61,64,53,64,58,66,68,56,66,79,80,74,58,71,67,61,64,57,61,41,46,64,62,68,24,36,24,10,5,12,14,13,59,65,RM,Midfield,187925,187925023
28725,70,51,52,65,67,79,52,63,75,80,81,56,61,34,55,70,66,65,60,42,50,52,55,65,37,35,23,10,20,63,20,20,27,68,LWM,Midfield,156170,156170006
3076,56,74,37,68,42,63,46,33,66,75,55,71,73,80,87,73,56,60,72,36,62,36,59,62,25,30,64,11,14,33,5,10,62,72,ST,Attack,165429,165429001
2488,47,51,46,41,20,49,19,37,43,55,56,53,54,40,50,60,55,54,46,32,18,15,33,41,32,24,18,7,6,37,12,9,41,51,ST,Attack,176387,176387001
205937,25,25,25,33,25,25,25,31,23,29,30,54,57,56,22,74,24,60,25,28,23,25,25,25,25,25,25,63,62,66,61,62,25,62,GK,Goalkeeper,14487,14487016
1044,41,76,63,62,25,70,25,43,58,82,72,51,51,45,73,46,66,59,71,63,26,25,25,70,12,32,25,12,12,43,7,3,70,71,ST,Attack,20913,20913001
58584,62,44,56,74,43,67,63,73,72,70,70,66,75,67,63,62,75,65,50,72,68,57,74,69,57,64,61,8,6,12,6,13,68,69,CM,Midfield,148808,148808007
231967,68,53,56,60,28,65,48,54,61,84,80,71,62,68,49,57,74,56,47,60,55,51,50,33,59,60,63,7,7,6,9,10,32,64,RWB,Defense,202814,202814025
163521,76,50,52,69,43,60,60,67,75,74,76,74,73,85,68,64,84,70,48,68,77,63,58,56,68,70,74,6,8,11,11,12,56,72,LB,Defense,110297,110297014
147519,68,76,76,73,72,74,69,65,75,63,67,77,72,60,73,83,68,64,70,52,31,76,74,74,41,25,38,9,14,15,12,5,77,72,ST,Attack,51887,51887012
7944,48,73,78,62,63,60,69,46,71,70,68,71,70,75,75,62,72,66,63,60,68,72,78,66,27,33,70,10,6,46,11,5,66,77,ST,Attack,49490,49490003
198195,58,82,84,72,72,75,60,48,78,79,81,74,68,48,85,81,77,91,76,80,29,81,73,81,25,30,25,14,5,12,8,5,46,80,ST,Attack,184111,184111029
193494,25,31,69,44,25,25,25,42,44,46,54,53,59,29,58,71,70,92,33,70,67,29,28,32,65,67,63,11,13,12,12,13,30,66,CB,Defense,203663,203663015
151245,64,22,74,68,24,67,31,70,75,72,75,69,76,74,70,80,78,85,40,80,80,57,52,40,80,81,79,8,12,15,12,5,37,77,RB,Defense,194203,194203016
163150,66,62,27,72,63,75,76,60,74,92,85,92,67,95,76,36,74,33,67,37,30,66,69,64,33,28,20,12,14,11,9,7,72,72,CAM,Midfield,159818,159818013
154893,68,56,62,69,57,72,69,66,71,82,77,87,70,89,65,78,82,54,62,63,67,66,66,65,71,67,68,11,8,11,7,15,62,72,RM,Midfield,198705,198705020
224509,34,26,56,44,22,21,32,35,45,54,56,51,50,53,52,59,55,56,23,56,55,29,38,32,55,51,51,11,8,9,13,11,27,55,CB,Defense,198485,198485011
203024,66,56,42,63,53,70,53,56,68,83,81,87,56,74,76,53,64,54,60,41,43,65,58,61,25,33,29,12,7,13,14,14,74,66,LM,Midfield,186144,186144020
106442,48,60,48,59,45,49,52,56,55,66,70,73,59,52,61,59,61,53,48,58,50,63,52,53,39,49,38,7,11,14,5,13,46,56,LM,Midfield,200283,200283004
205994,65,50,44,76,60,68,60,70,73,67,69,70,71,86,65,82,87,72,64,85,77,60,60,63,77,76,70,7,9,11,7,15,55,74,CDM,Midfield,182103,182103034
70084,65,57,49,63,51,64,56,58,65,71,76,64,61,62,61,49,68,53,55,60,46,61,61,61,46,43,42,15,6,15,8,11,63,65,RM,Midfield,179704,179704006
33772,65,36,78,59,66,52,60,64,62,66,70,63,60,68,53,78,80,71,42,73,69,66,69,62,63,73,69,8,25,64,25,25,44,68,RB,Defense,152992,152992005
231985,61,70,67,62,45,60,48,58,62,66,64,64,68,61,62,62,74,74,58,55,55,63,59,49,42,37,40,12,8,6,6,12,42,65,ST,Attack,190915,190915029
43024,71,48,56,64,28,58,41,74,65,66,71,60,69,63,72,69,74,66,68,64,68,65,70,66,69,70,69,10,24,74,24,24,71,68,RB,Defense,148635,148635008
94296,68,74,57,74,59,75,75,64,76,73,69,76,74,73,76,76,67,68,73,57,38,75,74,56,19,32,28,11,10,9,13,5,74,75,CAM,Midfield,193886,193886007
190290,75,70,77,82,69,82,75,53,80,89,86,88,60,91,67,85,67,41,72,55,32,76,72,59,25,25,25,10,8,13,8,10,58,78,LW,Attack,183899,183899022
83671,65,64,48,70,62,73,53,50,72,86,76,85,70,80,74,60,64,52,64,55,30,66,54,60,28,36,33,9,8,14,6,11,54,72,RW,Attack,202848,202848003
121609,69,73,64,69,68,78,72,53,76,78,84,73,73,57,81,69,74,66,74,27,27,75,67,67,11,14,12,14,15,7,8,12,64,75,CF,Attack,146953,146953016
154283,34,44,49,61,41,30,49,68,50,65,61,58,49,59,63,63,63,70,43,80,47,41,60,60,43,53,60,7,9,10,8,12,45,57,CDM,Midfield,162454,162454017
61986,71,59,53,63,51,75,60,57,74,71,73,69,61,67,56,65,60,68,62,46,42,67,48,67,26,35,30,11,5,10,9,9,58,66,RM,Midfield,171139,171139008
49707,72,62,46,60,75,54,50,65,66,75,76,77,60,77,45,55,61,66,48,78,52,59,76,47,60,61,31,3,23,65,23,23,69,71,RM,Midfield,175753,175753006
39976,73,81,74,73,75,77,71,68,83,80,76,81,74,75,75,74,83,76,73,52,78,73,76,82,52,51,22,6,22,68,22,22,68,79,CF,Attack,138457,138457004
229541,70,59,59,72,56,68,58,63,75,76,78,69,67,70,78,81,84,73,55,82,68,61,50,43,67,71,80,6,12,5,15,8,45,73,LB,Defense,199157,199157021
124832,59,44,51,58,46,65,53,55,68,84,84,79,49,73,62,73,61,45,48,36,30,60,55,58,33,32,16,7,8,10,8,10,50,61,RM,Midfield,190489,190489011
208948,69,75,69,69,70,76,71,64,79,80,80,59,69,65,78,65,83,77,76,60,30,71,68,62,32,35,23,5,7,13,8,6,63,74,ST,Attack,199852,199852021
212310,25,25,25,36,25,25,25,39,31,47,49,48,63,36,47,58,35,59,25,36,21,25,25,30,25,25,25,67,63,67,63,68,25,64,GK,Goalkeeper,189387,189387018
97351,77,26,65,68,14,70,53,69,64,75,61,63,78,51,52,73,61,77,16,75,70,58,59,12,70,76,71,15,7,5,9,8,17,73,LB,Defense,191055,191055009
61135,66,33,70,65,28,61,41,62,54,81,85,59,69,71,51,70,79,77,41,82,71,54,66,37,72,77,73,15,8,12,14,7,43,70,RB,Defense,121940,121940008
156852,58,51,58,66,60,73,60,65,70,78,76,80,55,80,50,39,67,50,55,58,50,61,67,72,58,59,58,14,8,15,15,14,59,66,RM,Midfield,198873,198873015
87103,68,41,47,59,48,73,67,61,74,74,75,73,70,75,86,67,65,60,65,65,71,63,52,47,66,61,64,10,13,15,14,10,78,67,LB,Defense,187572,187572007
115568,48,49,79,53,19,41,42,57,55,79,78,59,65,69,70,76,75,88,18,78,62,57,43,51,61,67,65,11,15,10,6,12,53,65,LB,Defense,184924,184924014
221831,18,22,59,31,27,25,28,27,42,68,55,70,66,62,28,62,70,71,22,58,55,39,31,35,64,65,60,8,9,9,13,10,36,60,CB,Defense,199796,199796008
132282,63,31,69,63,29,68,41,61,67,70,71,67,65,65,47,77,72,66,44,81,66,35,50,49,68,67,67,9,9,12,13,6,39,66,RB,Defense,193938,193938012
42283,21,24,71,42,21,20,12,22,56,75,80,61,62,75,67,58,77,80,20,75,62,76,70,68,77,77,74,11,20,22,20,20,12,69,CB,Defense,181370,181370006
174380,58,28,50,57,41,57,47,55,60,75,78,64,62,62,57,75,74,61,49,66,56,48,54,29,54,62,59,6,14,8,8,5,36,60,RB,Defense,202660,202660010
85155,55,49,44,70,54,57,60,64,63,71,65,75,68,64,67,46,81,50,45,67,48,68,74,34,39,56,48,9,8,12,7,15,40,65,CM,Midfield,189185,189185007
111665,34,31,71,55,29,30,21,50,51,55,54,40,67,44,59,61,67,86,25,82,72,40,41,41,67,77,75,14,15,14,9,10,19,73,CB,Defense,49966,49966015
219838,66,62,66,76,70,64,73,72,73,64,63,64,77,65,78,72,79,78,77,87,79,65,68,78,73,78,75,7,11,5,11,7,70,78,CDM,Midfield,165174,165174033
230659,60,57,48,64,57,62,65,60,61,72,74,82,55,62,65,71,77,57,64,53,53,60,61,73,52,54,53,10,15,15,14,6,67,62,CAM,Midfield,157128,157128021
118112,64,30,52,56,41,58,61,60,62,59,59,49,57,56,55,47,69,71,42,82,72,38,44,39,68,67,61,13,6,13,11,9,36,64,RB,Defense,146037,146037013
149801,48,67,67,56,63,66,44,47,56,72,72,74,60,55,68,74,54,71,65,51,25,56,54,59,21,20,25,7,12,15,9,12,48,64,ST,Attack,193528,193528010
70093,48,44,44,59,33,57,39,55,59,67,66,59,55,49,59,56,63,46,33,56,38,63,51,39,28,34,31,9,9,9,10,6,31,56,RW,Attack,205752,205752001
83723,23,15,64,64,32,39,22,56,45,59,65,64,52,56,38,64,55,65,17,61,54,14,34,30,63,62,60,14,7,11,14,11,17,63,CB,Defense,203264,203264003
158904,54,78,60,69,66,68,85,49,71,66,68,64,74,65,76,55,67,80,80,67,31,84,71,75,27,20,25,8,10,5,14,7,78,74,ST,Attack,138787,138787019
55487,62,68,61,77,74,73,77,77,71,70,71,72,80,73,83,65,83,71,73,77,85,76,83,76,58,66,68,8,13,5,14,6,73,76,CM,Midfield,138588,138588009
114451,65,63,67,65,46,70,72,63,67,77,72,79,60,74,61,66,75,65,60,48,25,62,58,63,25,56,55,7,8,12,12,5,64,69,LW,Attack,204652,204652004
163199,55,33,65,65,39,56,50,62,55,71,67,66,60,54,33,53,73,64,37,68,59,58,59,44,64,61,63,9,9,14,7,14,41,62,CDM,Midfield,203002,203002015
41358,58,42,48,70,65,59,53,62,64,55,55,65,56,37,62,65,64,61,63,56,66,66,59,49,44,34,38,4,20,62,20,20,64,61,CM,Midfield,155632,155632007
123032,64,72,68,64,60,71,64,52,70,84,90,80,71,81,66,70,76,56,60,52,47,70,62,70,25,25,25,9,14,5,14,12,71,70,ST,Attack,186839,186839015
34712,64,48,45,63,37,61,33,65,68,68,70,66,63,56,64,56,72,68,42,66,55,62,40,63,53,60,27,8,20,65,20,20,53,65,RM,Midfield,178059,178059006
136531,25,25,25,22,25,25,25,32,20,61,57,59,62,44,35,74,35,70,25,33,22,25,25,27,25,25,25,74,56,60,62,74,25,66,GK,Goalkeeper,156253,156253014
30316,71,90,93,83,55,81,25,47,79,89,83,71,89,66,87,68,86,76,72,77,83,87,64,69,23,31,22,9,23,47,23,23,51,84,ST,Attack,11141,11141006
69223,60,22,66,63,31,55,42,71,56,65,71,63,62,75,44,61,71,73,31,76,65,44,52,54,66,71,60,8,12,8,6,10,41,65,RB,Defense,202756,202756002
222061,72,51,48,65,44,68,73,65,68,66,68,72,70,73,69,71,66,68,63,27,63,45,66,44,60,61,60,12,15,16,11,11,55,64,CM,Midfield,203066,203066008
81738,61,79,72,63,66,76,67,53,71,77,76,75,73,63,77,76,75,70,71,82,34,72,62,73,31,30,22,10,9,6,8,14,67,76,ST,Attack,146121,146121008
124401,14,13,12,22,11,13,14,26,21,42,39,37,57,43,22,57,32,71,11,51,25,12,31,21,11,14,13,62,71,56,63,64,14,64,GK,Goalkeeper,145423,145423015
186095,25,25,25,33,25,25,25,32,24,54,46,29,64,36,37,73,30,77,25,31,26,25,20,25,25,25,25,69,62,75,63,73,25,67,GK,Goalkeeper,27532,27532022
50357,46,32,49,53,39,44,36,47,54,69,67,64,45,74,56,68,48,61,42,56,37,46,36,36,41,43,54,7,23,47,23,23,33,63,CB,Defense,144037,144037003
84931,58,54,48,62,49,53,50,57,61,62,63,54,58,62,72,62,54,64,67,65,49,47,56,56,41,56,54,8,5,14,8,12,61,57,CM,Midfield,20228,20228007
46126,59,65,64,60,73,58,59,66,61,67,68,74,64,59,74,65,73,54,62,63,62,61,59,57,36,41,44,10,21,66,21,21,43,67,ST,Attack,164340,164340005
178716,25,25,25,38,25,25,25,32,30,58,59,62,77,31,41,63,32,62,25,44,25,25,25,25,25,25,25,81,72,71,74,83,25,77,GK,Goalkeeper,180714,180714014
51679,35,44,42,38,49,42,29,30,28,58,56,45,42,33,45,31,39,37,45,33,11,36,20,34,14,18,12,8,13,6,14,7,35,44,ST,Attack,201053,201053001
220977,59,32,73,67,39,47,52,65,63,62,66,56,52,56,57,68,73,75,46,71,65,37,46,48,65,69,65,15,12,11,14,11,23,69,CB,Defense,134688,134688012
143655,59,44,39,63,46,54,52,60,58,68,71,65,66,70,59,78,82,71,42,80,59,48,56,58,59,65,64,11,6,12,13,13,59,64,CDM,Midfield,163855,163855015
41050,41,59,66,52,8,56,11,52,53,72,68,54,50,39,56,56,76,59,65,61,46,46,51,41,22,23,3,4,23,52,23,23,42,59,CAM,Midfield,193956,193956002
52872,72,49,70,76,60,66,76,68,70,77,79,74,62,80,75,76,84,60,70,84,70,68,70,65,69,76,80,15,13,10,14,12,56,74,RB,Defense,171097,171097008
128225,62,54,63,64,40,70,77,57,66,75,83,68,69,74,78,86,91,77,73,72,70,60,54,56,67,65,65,9,9,10,11,15,71,69,RB,Defense,178236,178236017
195579,40,25,59,61,25,52,25,55,54,72,54,68,59,72,23,92,76,68,28,69,59,44,30,29,64,70,68,6,12,12,10,14,25,66,CB,Defense,199174,199174010
174601,25,25,25,21,25,25,25,20,22,44,34,45,62,49,25,64,33,79,25,25,25,25,25,20,25,25,25,76,73,70,79,72,25,74,GK,Goalkeeper,183497,183497017
14476,57,56,72,58,13,40,12,55,63,67,63,69,68,69,55,85,70,64,54,76,56,59,40,61,73,71,11,9,23,55,23,23,36,71,CB,Defense,140034,140034003
98588,77,64,85,85,59,64,64,82,78,66,68,62,83,59,76,71,91,77,72,89,85,65,78,56,80,83,77,9,15,6,9,8,46,80,CM,Midfield,138782,138782013
229957,77,63,63,71,59,67,71,70,71,77,78,74,76,70,77,72,83,71,64,67,71,65,67,64,72,70,72,13,10,10,15,8,68,73,RB,Defense,197391,197391023
8656,55,60,58,55,61,58,61,54,58,65,54,54,64,63,41,80,51,57,47,58,66,63,77,69,59,56,71,61,62,54,63,64,60,62,GK,Goalkeeper,169326,169326001
134240,68,74,82,63,69,70,61,51,63,61,67,60,70,65,77,86,73,75,69,83,36,75,63,83,31,40,29,5,5,9,6,9,59,72,ST,Attack,164279,164279016
157821,51,37,80,74,38,56,37,67,53,69,72,69,80,71,52,85,79,76,24,80,80,52,42,25,80,79,80,7,15,9,8,9,20,79,CB,Defense,167812,167812027
4284,71,29,79,74,66,51,74,50,72,76,71,60,81,66,46,57,69,83,64,88,39,64,69,75,84,82,43,8,10,50,11,13,75,77,RWB,Defense,1408,1408001
164606,69,62,75,71,65,67,48,67,72,64,70,66,71,68,82,54,73,83,76,57,76,63,64,62,80,79,72,13,7,9,7,6,68,74,CB,Defense,166093,166093023
211971,60,84,83,68,78,69,65,40,76,70,76,64,76,55,82,76,66,86,68,72,20,88,62,74,20,24,20,7,7,8,6,13,36,80,ST,Attack,150418,150418036
174898,54,66,79,56,74,69,48,38,71,79,83,77,66,55,83,90,65,79,62,59,22,82,54,73,25,36,32,13,5,12,6,13,58,74,ST,Attack,192337,192337018
149872,70,58,42,74,60,78,70,70,78,79,74,77,70,83,68,62,68,56,60,60,36,64,70,60,22,32,32,14,11,7,8,6,60,72,RW,Attack,194174,194174017
199777,48,80,71,65,73,78,45,48,76,89,87,69,79,68,85,63,81,90,77,73,25,77,59,66,25,20,21,10,10,12,11,13,41,79,ST,Attack,199835,199835014
193123,25,25,25,25,25,25,25,25,23,39,41,66,53,40,25,60,45,44,25,26,25,25,25,25,25,25,25,63,60,59,66,65,25,61,GK,Goalkeeper,191112,191112011
110269,58,61,67,63,56,61,56,45,63,51,44,67,64,66,71,75,59,73,63,57,33,64,57,62,12,17,19,7,8,6,6,13,65,62,ST,Attack,134824,134824014
85641,47,35,67,51,39,48,42,48,62,70,63,54,59,58,45,79,72,83,44,65,35,12,56,42,65,67,66,10,7,10,8,15,43,63,CB,Defense,155383,155383008
